repayment_id,application_id,emi_number,due_date,payment_date,amount_due,amount_paid,payment_status,late_fee,days_overdue,payment_mode,remarks
REP107607,APP11592,3,2026-03-14,2026-03-09,18827.21,18827.21,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107608,APP12383,7,2025-04-22,2025-04-18,20899.65,20899.65,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107609,APP10650,6,2026-05-01,2026-05-01,23203.52,23203.52,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107610,APP12014,7,2026-04-18,2026-04-15,3915.89,3915.89,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107611,APP11714,4,2026-03-29,2026-04-21,53493.2,17850.48,Partially Paid,990.0,23,Credit Card,Partial payment of ₹17850.48 received against due amount ₹53493.2.
REP107612,APP10152,3,2026-03-05,2026-02-28,67195.61,67195.61,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107613,APP10636,3,2024-07-07,2024-07-04,13839.16,13839.16,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107614,APP11991,4,2025-02-24,2025-02-21,33763.32,33763.32,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107615,APP12303,3,2024-12-12,2025-01-24,6321.02,3591.86,Partially Paid,1590.0,43,NACH Auto-Debit,Partial payment of ₹3591.86 received against due amount ₹6321.02.
REP107616,APP11238,10,2025-12-15,2025-12-15,17368.08,17368.08,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107617,APP11625,8,2026-01-20,2026-01-18,13039.33,13039.33,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107618,APP10856,2,2024-08-04,2024-08-02,3078.89,3078.89,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107619,APP12700,1,2024-12-24,2024-12-20,6353.24,6353.24,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107620,APP12615,4,2024-08-27,2024-08-25,82436.25,82436.25,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107621,APP10640,6,2026-01-26,2026-01-21,32934.74,32934.74,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107622,APP12562,8,2025-06-27,2025-06-26,13520.54,13520.54,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107623,APP11311,5,2025-03-08,2025-03-06,19791.38,19791.38,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107624,APP10025,5,2025-06-01,2025-05-29,8512.34,8512.34,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107625,APP12744,3,2024-04-13,2024-04-11,94413.89,94413.89,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107626,APP11599,2,2024-04-22,2024-04-19,25077.99,25077.99,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107627,APP11577,4,2025-04-08,2025-04-07,14655.57,14655.57,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107628,APP11020,3,2025-03-31,2025-03-28,2325.18,2325.18,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107629,APP11111,6,2025-10-15,2025-10-11,13964.27,13964.27,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107630,APP11476,4,2024-07-21,2024-07-16,10428.02,10428.02,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107631,APP10165,3,2025-09-05,2025-09-03,23861.12,23861.12,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107632,APP11643,1,2025-03-22,2025-04-18,34415.41,36265.41,Paid Late,1850.0,27,Credit Card,Payment delayed by 27 days. Late fee penalty assessed.
REP107633,APP12614,5,2025-04-27,2025-04-27,48836.37,48836.37,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107634,APP11123,7,2025-09-12,2025-09-10,6402.72,6402.72,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107635,APP10813,8,2025-08-23,2025-08-19,5365.54,5365.54,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107636,APP12720,1,2025-10-26,2025-10-23,24185.52,24185.52,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107637,APP10226,5,2025-09-28,2025-09-27,84062.2,84062.2,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107638,APP11480,9,2025-12-08,,10421.18,0.0,Missed,1250.0,15,,EMI overdue by 15 days. No payment received.
REP107639,APP10458,10,2025-12-31,2026-01-13,36462.68,37612.68,Paid Late,1150.0,13,Net Banking,Payment delayed by 13 days. Late fee penalty assessed.
REP107640,APP11667,2,2025-12-12,2025-12-11,3043.09,3043.09,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107641,APP10049,2,2026-02-03,2026-01-30,21495.62,21495.62,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107642,APP12508,3,2025-01-31,2025-01-26,18381.72,18381.72,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107643,APP10207,4,2025-05-02,2025-04-28,11069.75,11069.75,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107644,APP10616,7,2026-01-14,2026-01-13,1883.55,1883.55,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107645,APP12480,6,2024-07-04,,19202.06,0.0,Missed,2200.0,34,,EMI overdue by 34 days. No payment received.
REP107646,APP12791,5,2025-09-26,2025-09-26,11186.82,11186.82,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107647,APP10190,8,2026-07-12,2026-07-12,6534.78,6534.78,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107648,APP12255,3,2024-07-07,2024-07-06,12518.12,12518.12,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107649,APP11681,6,2024-09-05,2024-09-04,56435.28,56435.28,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107650,APP12301,4,2025-02-19,2025-02-16,55964.12,55964.12,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107651,APP11811,3,2025-07-27,2025-07-25,13519.6,13519.6,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107652,APP10219,6,2025-12-21,2026-01-21,60996.47,63046.47,Paid Late,2050.0,31,Credit Card,Payment delayed by 31 days. Late fee penalty assessed.
REP107653,APP11525,4,2025-08-14,2025-09-20,7985.87,10335.87,Paid Late,2350.0,37,Debit Card,Payment delayed by 37 days. Late fee penalty assessed.
REP107654,APP10432,1,2025-10-25,2025-11-16,6061.87,7661.87,Paid Late,1600.0,22,Net Banking,Payment delayed by 22 days. Late fee penalty assessed.
REP107655,APP11742,7,2026-02-25,2026-02-21,28030.12,28030.12,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107656,APP11234,5,2026-01-20,2026-01-19,5339.31,5339.31,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107657,APP10943,2,2024-08-06,2024-08-01,37635.59,37635.59,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107658,APP10650,7,2026-05-31,2026-05-29,23203.52,23203.52,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107659,APP11547,7,2025-09-30,2025-09-29,35830.48,35830.48,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107660,APP11791,6,2025-10-30,2025-10-30,2198.4,2198.4,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107661,APP12915,5,2025-05-04,2025-05-01,20926.98,20926.98,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107662,APP10054,3,2024-06-16,2024-07-24,5459.55,7859.55,Paid Late,2400.0,38,Wallet,Payment delayed by 38 days. Late fee penalty assessed.
REP107663,APP12345,7,2025-03-19,2025-03-15,12546.54,12546.54,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107664,APP11357,2,2025-07-23,2025-07-23,46462.35,46462.35,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107665,APP10802,7,2026-04-25,2026-04-25,9460.33,9460.33,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107666,APP12453,1,2025-09-24,2025-09-19,31194.59,31194.59,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107667,APP12778,5,2026-01-06,2026-01-02,6271.77,6271.77,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107668,APP11641,2,2024-07-17,2024-07-12,17351.44,17351.44,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107669,APP10607,8,2026-02-08,2026-02-18,9542.66,10542.66,Paid Late,1000.0,10,UPI,Payment delayed by 10 days. Late fee penalty assessed.
REP107670,APP10722,6,2025-08-24,2025-08-24,9059.68,9059.68,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107671,APP12055,4,2026-02-20,2026-02-17,17578.2,17578.2,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107672,APP11371,5,2024-11-25,2024-11-24,6037.43,6037.43,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107673,APP12924,3,2024-04-24,,22272.05,0.0,Missed,3200.0,54,,EMI overdue by 54 days. No payment received.
REP107674,APP10221,4,2025-04-22,2025-04-20,49692.42,49692.42,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107675,APP10848,8,2025-04-20,2025-06-07,10308.22,5786.42,Partially Paid,1740.0,48,Net Banking,Partial payment of ₹5786.42 received against due amount ₹10308.22.
REP107676,APP10640,7,2026-02-25,2026-02-24,32934.74,32934.74,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107677,APP10417,4,2025-09-19,2025-10-10,19592.86,21142.86,Paid Late,1550.0,21,Wallet,Payment delayed by 21 days. Late fee penalty assessed.
REP107678,APP11635,3,2025-05-09,2025-06-23,30373.16,33123.16,Paid Late,2750.0,45,Credit Card,Payment delayed by 45 days. Late fee penalty assessed.
REP107679,APP12465,7,2024-08-23,,18526.82,0.0,Missed,1900.0,28,,EMI overdue by 28 days. No payment received.
REP107680,APP11784,3,2024-07-31,2024-07-27,20569.15,20569.15,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107681,APP12360,5,2024-08-22,2024-08-20,26590.26,26590.26,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107682,APP12271,6,2024-10-03,2024-10-03,19255.61,19255.61,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107683,APP11193,2,2024-07-22,2024-07-19,29573.63,29573.63,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107684,APP11444,6,2024-07-05,2024-07-03,44011.17,44011.17,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107685,APP12832,2,2024-04-20,2024-04-15,7667.3,7667.3,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107686,APP10612,6,2025-10-30,2025-10-28,11762.72,11762.72,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107687,APP10576,3,2025-07-28,2025-08-11,20230.37,21430.37,Paid Late,1200.0,14,Wallet,Payment delayed by 14 days. Late fee penalty assessed.
REP107688,APP12958,3,2026-03-01,2026-03-01,17886.78,17886.78,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107689,APP11177,2,2025-07-19,2025-07-18,152575.9,152575.9,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107690,APP11471,4,2025-03-17,2025-03-13,78710.86,78710.86,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107691,APP12394,4,2024-10-29,2024-10-27,7571.36,7571.36,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107692,APP12511,6,2026-03-30,2026-03-27,12983.68,12983.68,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107693,APP11937,4,2025-11-14,2025-11-09,39861.65,39861.65,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107694,APP12832,3,2024-05-20,2024-05-16,7667.3,7667.3,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107695,APP12237,7,2025-07-04,2025-07-04,3851.65,3851.65,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107696,APP10386,5,2025-06-14,2025-06-13,50245.16,50245.16,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107697,APP10077,7,2026-01-06,2026-01-21,20160.18,8346.3,Partially Paid,750.0,15,Wallet,Partial payment of ₹8346.3 received against due amount ₹20160.18.
REP107698,APP12533,4,2024-11-18,2024-11-13,18794.59,18794.59,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107699,APP12489,5,2025-03-28,2025-04-25,6497.76,8397.76,Paid Late,1900.0,28,NACH Auto-Debit,Payment delayed by 28 days. Late fee penalty assessed.
REP107700,APP12520,8,2026-07-16,2026-07-16,9174.43,9174.43,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107701,APP11953,3,2024-04-10,2024-04-05,4826.45,4826.45,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107702,APP12710,5,2024-11-21,2024-11-19,14163.56,14163.56,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107703,APP11817,6,2024-07-16,2024-07-13,6591.96,6591.96,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107704,APP11950,2,2024-09-25,2024-10-22,40463.18,42313.18,Paid Late,1850.0,27,Debit Card,Payment delayed by 27 days. Late fee penalty assessed.
REP107705,APP10991,2,2025-09-12,2025-09-11,39251.3,39251.3,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107706,APP10256,3,2024-07-15,2024-09-13,4521.89,2587.98,Partially Paid,2100.0,60,Credit Card,Partial payment of ₹2587.98 received against due amount ₹4521.89.
REP107707,APP12127,2,2025-12-19,2025-12-17,3230.68,3230.68,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107708,APP10665,6,2026-04-11,2026-04-06,44806.65,44806.65,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107709,APP11824,4,2024-06-26,2024-06-24,50858.04,50858.04,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107710,APP10183,2,2025-12-30,2025-12-27,7135.6,7135.6,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107711,APP11610,7,2026-06-11,2026-08-03,14289.24,9375.22,Partially Paid,1890.0,53,Debit Card,Partial payment of ₹9375.22 received against due amount ₹14289.24.
REP107712,APP10539,2,2025-06-02,2025-06-01,19613.34,19613.34,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107713,APP11597,6,2025-05-13,2025-05-12,71683.76,71683.76,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107714,APP11296,6,2025-09-09,2025-09-04,62503.84,62503.84,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107715,APP12936,5,2025-01-04,2025-01-02,47286.58,47286.58,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107716,APP10270,4,2025-06-12,2025-06-11,3443.83,3443.83,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107717,APP12114,3,2026-01-21,2026-01-16,34165.28,34165.28,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107718,APP12411,5,2025-04-08,2025-04-03,13866.9,13866.9,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107719,APP12595,5,2026-04-26,2026-04-21,12009.96,12009.96,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107720,APP12689,3,2025-07-06,2025-07-13,4783.4,5633.4,Paid Late,850.0,7,Net Banking,Payment delayed by 7 days. Late fee penalty assessed.
REP107721,APP12834,8,2026-07-03,2026-07-02,5698.07,5698.07,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107722,APP11997,4,2025-03-26,2025-03-26,20242.35,20242.35,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107723,APP11615,5,2025-07-04,2025-06-29,2649.37,2649.37,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107724,APP12533,5,2024-12-18,2024-12-16,18794.59,18794.59,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107725,APP12207,6,2025-03-28,2025-03-27,27491.38,27491.38,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107726,APP12671,4,2024-12-12,2024-12-10,52297.84,52297.84,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107727,APP10425,4,2026-01-24,2026-01-20,9299.67,9299.67,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107728,APP11740,3,2025-04-03,2025-04-02,57082.96,57082.96,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107729,APP12724,5,2025-06-08,2025-06-05,5445.4,5445.4,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107730,APP11616,3,2025-03-08,2025-03-06,33560.21,33560.21,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107731,APP10958,5,2025-10-31,2025-10-29,17341.91,17341.91,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107732,APP10778,4,2025-11-14,2025-11-09,32155.88,32155.88,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107733,APP11545,9,2026-07-09,2026-07-08,28883.54,28883.54,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107734,APP11302,5,2024-09-06,2024-09-21,9981.54,11231.54,Paid Late,1250.0,15,Net Banking,Payment delayed by 15 days. Late fee penalty assessed.
REP107735,APP11070,6,2024-12-05,2024-12-03,24324.2,24324.2,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107736,APP12449,4,2026-04-05,2026-04-01,10675.05,10675.05,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107737,APP10340,3,2025-09-16,2025-09-16,5279.93,5279.93,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107738,APP10336,10,2025-03-19,2025-03-16,23752.54,23752.54,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107739,APP10125,9,2026-05-07,2026-05-04,10130.69,10130.69,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107740,APP12094,7,2025-01-30,2025-02-22,19818.24,21468.24,Paid Late,1650.0,23,Net Banking,Payment delayed by 23 days. Late fee penalty assessed.
REP107741,APP11997,5,2025-04-25,2025-04-23,20242.35,20242.35,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107742,APP11883,6,2025-01-18,2025-01-18,9388.61,9388.61,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107743,APP11627,6,2025-09-17,2025-09-14,37096.51,37096.51,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107744,APP10132,4,2025-06-24,2025-06-23,59695.98,59695.98,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107745,APP10663,4,2024-09-26,2024-09-21,7608.68,7608.68,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107746,APP10207,5,2025-06-01,2025-05-30,11069.75,11069.75,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107747,APP12023,3,2024-11-23,2024-11-30,11105.22,11955.22,Paid Late,850.0,7,Net Banking,Payment delayed by 7 days. Late fee penalty assessed.
REP107748,APP12862,6,2025-10-13,2025-10-13,32572.17,32572.17,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107749,APP12597,4,2024-07-30,2024-07-28,2766.3,2766.3,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107750,APP11397,5,2025-08-20,2025-08-20,12649.57,12649.57,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107751,APP12505,4,2026-03-10,,7479.77,0.0,Missed,4650.0,83,,EMI overdue by 83 days. No payment received.
REP107752,APP11880,5,2024-06-14,2024-06-09,12613.83,12613.83,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107753,APP11981,3,2025-06-04,2025-06-02,171105.79,171105.79,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107754,APP11406,9,2025-10-05,2025-10-01,64173.46,64173.46,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107755,APP11981,4,2025-07-04,2025-08-29,171105.79,117889.98,Partially Paid,1980.0,56,NACH Auto-Debit,Partial payment of ₹117889.98 received against due amount ₹171105.79.
REP107756,APP11123,8,2025-10-12,2025-10-09,6402.72,6402.72,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107757,APP11298,2,2025-12-23,2026-02-02,13021.76,9181.68,Partially Paid,1530.0,41,UPI,Partial payment of ₹9181.68 received against due amount ₹13021.76.
REP107758,APP12786,4,2024-12-26,2024-12-22,27697.02,27697.02,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107759,APP12240,3,2024-04-12,2024-05-02,16330.76,17830.76,Paid Late,1500.0,20,UPI,Payment delayed by 20 days. Late fee penalty assessed.
REP107760,APP10219,7,2026-01-20,2026-01-16,60996.47,60996.47,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107761,APP11008,3,2024-04-30,2024-04-28,9167.4,9167.4,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107762,APP12048,6,2025-05-04,2025-04-29,9910.57,9910.57,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107763,APP11821,9,2026-03-12,,5192.46,0.0,Missed,3550.0,61,,EMI overdue by 61 days. No payment received.
REP107764,APP11424,4,2025-05-03,2025-04-29,5725.96,5725.96,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107765,APP12771,1,2025-05-28,2025-05-24,62131.64,62131.64,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107766,APP11379,5,2026-05-09,2026-05-08,6770.86,6770.86,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107767,APP12944,8,2025-02-09,2025-02-09,5787.96,5787.96,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107768,APP12193,3,2025-01-18,2025-01-17,8686.16,8686.16,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107769,APP11048,1,2024-03-11,2024-03-11,52566.28,52566.28,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107770,APP10962,3,2026-02-16,2026-02-12,4377.07,4377.07,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107771,APP10558,7,2026-06-28,2026-06-26,32493.17,32493.17,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107772,APP11182,3,2025-07-26,2025-07-23,24443.53,24443.53,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107773,APP12275,3,2025-02-03,2025-01-30,26148.41,26148.41,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107774,APP11358,6,2026-04-04,2026-04-06,23146.95,23746.95,Paid Late,600.0,2,Debit Card,Payment delayed by 2 days. Late fee penalty assessed.
REP107775,APP12774,6,2026-03-04,2026-03-01,15124.04,15124.04,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107776,APP12583,3,2024-08-26,2024-08-23,44821.47,44821.47,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107777,APP10562,2,2025-04-23,2025-04-20,6944.36,6944.36,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP107778,APP11963,5,2024-07-31,2024-07-30,46071.96,46071.96,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107779,APP12019,5,2026-01-04,2026-01-04,21924.58,21924.58,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107780,APP10850,9,2025-08-17,2025-08-16,6188.9,6188.9,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107781,APP11335,5,2025-08-05,2025-07-31,7068.0,7068.0,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107782,APP12899,6,2024-08-22,2024-08-18,9063.93,9063.93,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107783,APP11622,8,2025-03-16,2025-03-14,2077.57,2077.57,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107784,APP11730,3,2024-06-10,2024-06-07,19203.69,19203.69,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107785,APP10727,4,2025-01-09,2025-01-29,19682.25,21182.25,Paid Late,1500.0,20,NACH Auto-Debit,Payment delayed by 20 days. Late fee penalty assessed.
REP107786,APP12071,2,2024-04-13,2024-04-13,1471.27,1471.27,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107787,APP12183,2,2025-08-29,2025-08-28,41158.01,41158.01,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107788,APP12153,3,2026-01-14,2026-01-12,11307.58,11307.58,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP107789,APP10075,5,2025-12-04,2025-11-30,30446.02,30446.02,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107790,APP12483,2,2024-05-18,2024-05-14,4203.77,4203.77,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP107791,APP11281,4,2025-09-15,2025-09-15,17411.32,17411.32,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107792,APP12971,5,2025-02-01,2025-01-27,62830.65,62830.65,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP107793,APP11336,6,2024-11-11,,23351.44,0.0,Missed,3450.0,59,,EMI overdue by 59 days. No payment received.
REP107794,APP12967,4,2025-12-14,,68606.88,0.0,Missed,1400.0,18,,EMI overdue by 18 days. No payment received.
REP107795,APP11802,6,2025-12-15,2025-12-14,77342.91,77342.91,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107796,APP12187,3,2024-10-10,2024-10-18,5834.69,6734.69,Paid Late,900.0,8,Credit Card,Payment delayed by 8 days. Late fee penalty assessed.
REP107797,APP12719,5,2026-02-28,2026-02-26,16276.44,16276.44,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107798,APP11448,2,2025-07-16,2025-07-16,9571.45,9571.45,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP107799,APP11307,9,2026-08-17,2026-08-12,24384.6,24384.6,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP107800,APP10446,5,2025-11-29,2026-01-20,25271.0,12561.66,Partially Paid,1860.0,52,Net Banking,Partial payment of ₹12561.66 received against due amount ₹25271.0.
REP107801,APP10881,3,2025-08-25,2025-08-20,11969.15,11969.15,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
