application_id,customer_id,lender_id,loan_amount,approved_amount,interest_rate,loan_tenure_months,loan_purpose,application_date,approval_date,loan_status,rejection_reason,loan_channel,processing_fee,emi_amount,disbursement_date
APP12281,CUST11282,LEN1011,250000.0,235000.0,22.25,18,Home Renovation,2025-02-04,2025-02-08,Approved,,Mobile App,5170.0,15474.73,2025-02-08
APP12282,CUST10067,LEN1019,500000.0,445000.0,14.48,24,Medical Emergency,2025-11-19,2025-11-24,Approved,,Website,13350.0,21466.78,2025-11-27
APP12283,CUST10193,LEN1010,320000.0,,,36,Debt Consolidation,2024-08-05,,Pending,,Website,,,
APP12284,CUST10937,LEN1002,570000.0,550000.0,25.82,24,Medical Emergency,2025-04-07,2025-04-09,Approved,,Branch,11000.0,29581.1,2025-04-12
APP12285,CUST10526,LEN1014,585000.0,535000.0,12.93,12,Vehicle Purchase,2025-02-17,2025-02-17,Approved,,Mobile App,10165.0,47767.17,2025-02-19
APP12286,CUST11350,LEN1010,680000.0,620000.0,25.7,6,Business Expansion,2025-09-15,2025-09-16,Approved,,Branch,15500.0,111215.77,2025-09-19
APP12287,CUST10974,LEN1006,490000.0,425000.0,30.22,6,Personal Expenses,2024-11-11,2024-11-16,Approved,,Branch,12750.0,77206.05,2024-11-19
APP12288,CUST10042,LEN1010,485000.0,420000.0,16.76,18,Vehicle Purchase,2024-02-04,2024-02-09,Approved,,DSA / Partner,10500.0,26550.82,2024-02-10
APP12289,CUST10910,LEN1009,270000.0,,,36,Education,2024-01-28,,Rejected,Insufficient Monthly Income,Mobile App,,,
APP12290,CUST10990,LEN1015,400000.0,365000.0,10.91,6,Vehicle Purchase,2024-05-03,2024-05-08,Approved,,DSA / Partner,11862.5,62783.7,2024-05-09
APP12291,CUST10862,LEN1014,395000.0,315000.0,18.85,24,Debt Consolidation,2025-09-21,2025-09-25,Approved,,Mobile App,5985.0,15855.77,2025-09-28
APP12292,CUST10674,LEN1007,420000.0,,,18,Personal Expenses,2025-04-27,,Pending,,DSA / Partner,,,
APP12293,CUST10421,LEN1019,500000.0,470000.0,25.36,18,Home Renovation,2025-06-11,2025-06-15,Approved,,Direct Telecall,14100.0,31663.24,2025-06-18
APP12294,CUST10819,LEN1001,1000000.0,925000.0,19.11,18,Business Expansion,2025-11-17,2025-11-18,Approved,,Mobile App,23125.0,59510.94,2025-11-18
APP12295,CUST11423,LEN1015,180000.0,,,48,Vehicle Purchase,2024-03-20,,Pending,,Direct Telecall,,,
APP12296,CUST11117,LEN1013,500000.0,,,24,Personal Expenses,2025-02-04,,Rejected,High Debt-to-Income Ratio,DSA / Partner,,,
APP12297,CUST10383,LEN1002,395000.0,385000.0,13.64,24,Home Renovation,2025-11-23,2025-11-24,Approved,,Branch,7700.0,18419.55,2025-11-25
APP12298,CUST11043,LEN1020,120000.0,110000.0,23.15,36,Home Renovation,2024-05-02,2024-05-04,Approved,,DSA / Partner,3850.0,4266.67,2024-05-05
APP12299,CUST10478,LEN1015,110000.0,,,48,Personal Expenses,2025-03-09,,Pending,,Branch,,,
APP12300,CUST10631,LEN1020,160000.0,135000.0,15.62,24,Debt Consolidation,2024-01-31,2024-02-04,Approved,,Mobile App,4725.0,6585.53,2024-02-05
APP12301,CUST10179,LEN1008,1000000.0,870000.0,19.09,18,Personal Expenses,2024-10-16,2024-10-19,Approved,,Mobile App,17400.0,55964.12,2024-10-22
APP12302,CUST10055,LEN1013,355000.0,295000.0,28.27,6,Business Expansion,2025-03-25,2025-03-29,Approved,,Branch,7080.0,53299.3,2025-03-30
APP12303,CUST10557,LEN1008,165000.0,160000.0,24.52,36,Debt Consolidation,2024-09-08,2024-09-13,Approved,,Direct Telecall,3200.0,6321.02,2024-09-13
APP12304,CUST10955,LEN1018,215000.0,190000.0,24.24,24,Personal Expenses,2025-10-11,2025-10-16,Approved,,DSA / Partner,3800.0,10068.28,2025-10-17
APP12305,CUST11389,LEN1004,285000.0,265000.0,14.33,48,Personal Expenses,2025-01-23,2025-01-27,Approved,,Mobile App,4637.5,7285.46,2025-01-28
APP12306,CUST11340,LEN1017,115000.0,95000.0,21.37,6,Education,2024-02-17,2024-02-21,Approved,,DSA / Partner,1995.0,16834.73,2024-02-22
APP12307,CUST10845,LEN1010,70000.0,65000.0,13.69,6,Education,2025-06-09,2025-06-14,Approved,,Mobile App,1625.0,11269.99,2025-06-14
APP12308,CUST10931,LEN1006,270000.0,245000.0,19.47,36,Home Renovation,2025-02-28,2025-03-02,Approved,,Branch,7350.0,9039.05,2025-03-04
APP12309,CUST11079,LEN1011,775000.0,,,6,Personal Expenses,2024-05-30,,Rejected,Past Loan Default,DSA / Partner,,,
APP12310,CUST11040,LEN1019,500000.0,445000.0,22.45,36,Home Renovation,2025-10-24,2025-10-24,Approved,,Direct Telecall,13350.0,17098.52,2025-10-27
APP12311,CUST11106,LEN1001,230000.0,225000.0,22.99,36,Medical Emergency,2025-09-06,2025-09-06,Approved,,Direct Telecall,5625.0,8708.51,2025-09-07
APP12312,CUST10968,LEN1013,220000.0,,,6,Personal Expenses,2024-05-16,,Pending,,Branch,,,
APP12313,CUST10035,LEN1008,415000.0,415000.0,23.16,24,Personal Expenses,2024-06-28,2024-07-03,Approved,,Direct Telecall,8300.0,21767.9,2024-07-05
APP12314,CUST10575,LEN1009,240000.0,200000.0,11.26,60,Vehicle Purchase,2025-10-28,2025-11-01,Approved,,Direct Telecall,3600.0,4374.46,2025-11-04
APP12315,CUST10013,LEN1003,160000.0,135000.0,14.07,48,Debt Consolidation,2025-11-04,2025-11-06,Approved,,Direct Telecall,2025.0,3693.82,2025-11-07
APP12316,CUST10836,LEN1020,35000.0,,,6,Home Renovation,2025-04-14,,Rejected,KYC Verification Failed,Mobile App,,,
APP12317,CUST10510,LEN1001,225000.0,190000.0,11.63,18,Wedding,2024-03-01,2024-03-04,Approved,,DSA / Partner,4750.0,11553.96,2024-03-04
APP12318,CUST10271,LEN1010,390000.0,,,18,Home Renovation,2024-11-11,,Rejected,Low Credit Score,Direct Telecall,,,
APP12319,CUST10721,LEN1012,395000.0,375000.0,12.6,60,Vehicle Purchase,2025-05-28,2025-05-31,Approved,,Website,9375.0,8455.81,2025-06-02
APP12320,CUST10571,LEN1001,380000.0,370000.0,16.21,60,Vehicle Purchase,2024-10-05,2024-10-09,Approved,,Direct Telecall,9250.0,9039.02,2024-10-10
APP12321,CUST10244,LEN1012,355000.0,320000.0,17.82,36,Wedding,2024-09-11,2024-09-16,Approved,,DSA / Partner,8000.0,11539.89,2024-09-19
APP12322,CUST10842,LEN1005,815000.0,,,12,Education,2024-02-09,,Pending,,DSA / Partner,,,
APP12323,CUST10781,LEN1013,325000.0,265000.0,11.62,36,Vehicle Purchase,2025-08-22,2025-08-24,Approved,,Website,6360.0,8753.77,2025-08-27
APP12324,CUST11366,LEN1006,260000.0,235000.0,22.0,6,Debt Consolidation,2025-09-11,2025-09-14,Approved,,Mobile App,7050.0,41717.9,2025-09-15
APP12325,CUST10023,LEN1013,500000.0,440000.0,11.07,6,Wedding,2025-08-20,2025-08-22,Approved,,Branch,10560.0,75719.2,2025-08-25
APP12326,CUST11250,LEN1019,295000.0,,,36,Home Renovation,2025-09-09,,Pending,,Branch,,,
APP12327,CUST11123,LEN1008,145000.0,130000.0,12.63,60,Wedding,2025-07-23,2025-07-26,Approved,,DSA / Partner,2600.0,2933.33,2025-07-27
APP12328,CUST10763,LEN1014,210000.0,175000.0,18.9,6,Education,2025-06-21,2025-06-23,Approved,,Website,3325.0,30795.41,2025-06-24
APP12329,CUST10196,LEN1011,140000.0,,,36,Education,2024-03-27,,Pending,,Branch,,,
APP12330,CUST10317,LEN1005,335000.0,290000.0,24.3,6,Personal Expenses,2024-10-23,2024-10-28,Approved,,Mobile App,6525.0,51816.17,2024-10-31
APP12331,CUST10817,LEN1005,485000.0,450000.0,20.35,48,Medical Emergency,2025-10-29,2025-10-31,Approved,,Website,10125.0,13777.72,2025-10-31
APP12332,CUST10446,LEN1010,100000.0,100000.0,31.08,12,Wedding,2024-06-04,2024-06-07,Approved,,Website,2500.0,9801.91,2024-06-08
APP12333,CUST10068,LEN1019,500000.0,,,24,Business Expansion,2025-01-27,,Pending,,Direct Telecall,,,
APP12334,CUST10609,LEN1006,330000.0,,,48,Home Renovation,2024-01-12,,Pending,,Website,,,
APP12335,CUST10675,LEN1020,300000.0,250000.0,28.09,48,Home Renovation,2025-06-15,2025-06-16,Approved,,Mobile App,8750.0,8725.92,2025-06-16
APP12336,CUST11168,LEN1016,1000000.0,,,24,Medical Emergency,2024-09-24,,Pending,,Branch,,,
APP12337,CUST11145,LEN1020,300000.0,265000.0,13.98,36,Personal Expenses,2025-01-13,2025-01-13,Approved,,Direct Telecall,9275.0,9054.5,2025-01-13
APP12338,CUST10971,LEN1012,300000.0,265000.0,31.63,6,Wedding,2025-02-22,2025-02-25,Approved,,Branch,6625.0,48329.53,2025-02-27
APP12339,CUST10984,LEN1005,980000.0,,,48,Debt Consolidation,2024-11-13,,Pending,,Mobile App,,,
APP12340,CUST10508,LEN1010,425000.0,,,6,Home Renovation,2024-08-18,,Rejected,Low Credit Score,Website,,,
APP12341,CUST11345,LEN1007,400000.0,320000.0,18.78,36,Business Expansion,2024-04-09,2024-04-12,Approved,,DSA / Partner,8800.0,11694.36,2024-04-13
APP12342,CUST11316,LEN1006,115000.0,95000.0,15.27,18,Personal Expenses,2025-03-05,2025-03-10,Approved,,Mobile App,2850.0,5938.63,2025-03-11
APP12343,CUST10093,LEN1005,200000.0,180000.0,14.16,60,Medical Emergency,2024-07-22,2024-07-25,Approved,,Branch,4050.0,4203.23,2024-07-25
APP12344,CUST10389,LEN1010,900000.0,870000.0,17.86,60,Debt Consolidation,2024-10-08,2024-10-12,Approved,,Website,21750.0,22026.08,2024-10-12
APP12345,CUST10555,LEN1016,310000.0,270000.0,10.7,24,Vehicle Purchase,2024-08-18,2024-08-18,Approved,,Mobile App,7560.0,12546.54,2024-08-21
APP12346,CUST10847,LEN1011,260000.0,,,60,Medical Emergency,2025-10-06,,Rejected,Low Credit Score,DSA / Partner,,,
APP12347,CUST11410,LEN1018,655000.0,555000.0,19.49,18,Medical Emergency,2025-12-12,2025-12-16,Approved,,DSA / Partner,11100.0,35807.65,2025-12-18
APP12348,CUST10161,LEN1009,100000.0,,,12,Debt Consolidation,2025-09-11,,Rejected,Low Credit Score,Mobile App,,,
APP12349,CUST11144,LEN1012,600000.0,565000.0,12.92,18,Business Expansion,2024-03-21,2024-03-23,Approved,,Branch,14125.0,34696.81,2024-03-26
APP12350,CUST10534,LEN1009,250000.0,210000.0,15.53,36,Vehicle Purchase,2025-01-09,2025-01-12,Approved,,Direct Telecall,3780.0,7334.34,2025-01-12
APP12351,CUST11325,LEN1016,855000.0,785000.0,20.53,6,Personal Expenses,2024-01-12,2024-01-12,Approved,,Website,21980.0,138778.25,2024-01-14
APP12352,CUST10654,LEN1010,225000.0,220000.0,15.66,18,Personal Expenses,2025-09-10,2025-09-11,Approved,,Mobile App,5500.0,13793.09,2025-09-12
APP12353,CUST10167,LEN1018,55000.0,50000.0,19.85,12,Vehicle Purchase,2024-06-13,2024-06-13,Approved,,DSA / Partner,1000.0,4628.14,2024-06-14
APP12354,CUST11053,LEN1012,395000.0,365000.0,19.65,36,Vehicle Purchase,2024-10-12,2024-10-12,Approved,,Direct Telecall,9125.0,13499.7,2024-10-15
APP12355,CUST11094,LEN1018,115000.0,,,24,Business Expansion,2025-09-14,,Rejected,Incomplete Documentation,Mobile App,,,
APP12356,CUST10693,LEN1003,360000.0,340000.0,22.11,24,Debt Consolidation,2025-03-23,2025-03-24,Approved,,Direct Telecall,5100.0,17657.05,2025-03-25
APP12357,CUST10702,LEN1014,350000.0,300000.0,20.34,6,Education,2025-04-24,2025-04-28,Approved,,Branch,5700.0,53007.79,2025-04-28
APP12358,CUST10885,LEN1016,320000.0,,,48,Wedding,2025-09-02,,Pending,,Mobile App,,,
APP12359,CUST10345,LEN1002,1000000.0,,,48,Medical Emergency,2025-09-21,,Pending,,Branch,,,
APP12360,CUST10190,LEN1018,1000000.0,820000.0,30.12,60,Debt Consolidation,2024-03-21,2024-03-22,Approved,,Mobile App,16400.0,26590.26,2024-03-25
APP12361,CUST10776,LEN1004,75000.0,,,36,Debt Consolidation,2024-12-12,,Pending,,Branch,,,
APP12362,CUST11149,LEN1002,185000.0,170000.0,13.92,60,Vehicle Purchase,2024-07-09,2024-07-14,Approved,,Mobile App,3400.0,3948.56,2024-07-17
APP12363,CUST10067,LEN1010,900000.0,775000.0,15.34,60,Home Renovation,2024-01-19,2024-01-22,Approved,,Mobile App,19375.0,18575.8,2024-01-22
APP12364,CUST10975,LEN1016,1000000.0,945000.0,31.76,18,Debt Consolidation,2025-05-06,2025-05-06,Approved,,Website,26460.0,66673.66,2025-05-07
APP12365,CUST11312,LEN1007,150000.0,140000.0,15.99,60,Medical Emergency,2025-02-03,2025-02-07,Approved,,Website,3850.0,3403.78,2025-02-09
APP12366,CUST11494,LEN1008,800000.0,,,24,Wedding,2025-02-21,,Pending,,DSA / Partner,,,
APP12367,CUST10271,LEN1014,330000.0,280000.0,21.17,18,Vehicle Purchase,2025-01-07,2025-01-12,Approved,,Mobile App,5320.0,18291.56,2025-01-15
APP12368,CUST10151,LEN1018,135000.0,130000.0,13.62,12,Business Expansion,2025-07-22,2025-07-25,Approved,,DSA / Partner,2600.0,11649.09,2025-07-28
APP12369,CUST10100,LEN1011,430000.0,,,6,Vehicle Purchase,2024-02-12,,Pending,,Mobile App,,,
APP12370,CUST10812,LEN1013,335000.0,275000.0,18.94,60,Personal Expenses,2024-02-15,2024-02-20,Approved,,Website,6600.0,7124.58,2024-02-20
APP12371,CUST11326,LEN1014,255000.0,235000.0,12.28,6,Medical Emergency,2024-08-09,2024-08-10,Approved,,Mobile App,4465.0,40581.39,2024-08-10
APP12372,CUST10486,LEN1001,210000.0,,,12,Personal Expenses,2024-09-25,,Rejected,KYC Verification Failed,Branch,,,
APP12373,CUST10324,LEN1007,800000.0,,,24,Business Expansion,2025-04-23,,Rejected,Incomplete Documentation,Branch,,,
APP12374,CUST11224,LEN1012,85000.0,70000.0,24.61,6,Home Renovation,2024-02-12,2024-02-15,Approved,,DSA / Partner,1750.0,12518.25,2024-02-15
APP12375,CUST10273,LEN1015,245000.0,210000.0,25.08,60,Wedding,2025-11-08,2025-11-13,Approved,,Website,6825.0,6173.63,2025-11-14
APP12376,CUST10090,LEN1011,205000.0,200000.0,14.25,36,Debt Consolidation,2024-10-19,2024-10-19,Approved,,Direct Telecall,4400.0,6859.84,2024-10-19
APP12377,CUST11142,LEN1001,255000.0,220000.0,27.35,6,Vehicle Purchase,2025-10-06,2025-10-08,Approved,,Website,5500.0,39646.51,2025-10-10
APP12378,CUST10816,LEN1013,450000.0,405000.0,18.78,12,Business Expansion,2024-05-06,2024-05-08,Approved,,Mobile App,9720.0,37280.9,2024-05-11
APP12379,CUST10779,LEN1001,335000.0,325000.0,11.43,60,Vehicle Purchase,2025-03-06,2025-03-09,Approved,,Mobile App,8125.0,7136.18,2025-03-09
APP12380,CUST10917,LEN1001,300000.0,240000.0,14.17,60,Home Renovation,2025-02-19,2025-02-19,Approved,,DSA / Partner,6000.0,5605.55,2025-02-21
APP12381,CUST11033,LEN1012,95000.0,,,18,Education,2024-01-05,,Rejected,Low Credit Score,Direct Telecall,,,
APP12382,CUST10904,LEN1008,665000.0,640000.0,22.65,48,Medical Emergency,2025-05-23,2025-05-23,Approved,,DSA / Partner,12800.0,20390.41,2025-05-25
APP12383,CUST11079,LEN1015,400000.0,345000.0,11.13,18,Home Renovation,2024-09-18,2024-09-22,Approved,,Mobile App,11212.5,20899.65,2024-09-24
APP12384,CUST10630,LEN1015,255000.0,215000.0,19.59,6,Vehicle Purchase,2025-01-09,2025-01-11,Approved,,Website,6987.5,37908.38,2025-01-14
APP12385,CUST11196,LEN1002,200000.0,190000.0,13.3,24,Medical Emergency,2024-03-22,2024-03-27,Approved,,Branch,3800.0,9059.74,2024-03-30
APP12386,CUST10891,LEN1010,545000.0,480000.0,17.14,24,Education,2024-12-04,2024-12-05,Approved,,DSA / Partner,12000.0,23764.59,2024-12-06
APP12387,CUST10661,LEN1020,295000.0,290000.0,22.93,48,Wedding,2025-07-14,2025-07-17,Approved,,DSA / Partner,10150.0,9283.81,2025-07-17
APP12388,CUST10381,LEN1008,805000.0,730000.0,11.23,48,Wedding,2024-03-31,2024-03-31,Approved,,DSA / Partner,14600.0,18948.87,2024-03-31
APP12389,CUST11155,LEN1006,275000.0,,,36,Business Expansion,2025-05-15,,Rejected,High Debt-to-Income Ratio,DSA / Partner,,,
APP12390,CUST10445,LEN1007,645000.0,535000.0,15.24,12,Wedding,2025-11-29,2025-12-02,Approved,,Mobile App,14712.5,48348.81,2025-12-04
APP12391,CUST10531,LEN1002,140000.0,135000.0,12.95,36,Home Renovation,2024-09-02,2024-09-05,Approved,,Website,2700.0,4545.43,2024-09-08
APP12392,CUST11265,LEN1019,500000.0,490000.0,15.4,18,Home Renovation,2025-04-29,2025-05-04,Approved,,DSA / Partner,14700.0,30660.87,2025-05-05
APP12393,CUST10459,LEN1018,755000.0,640000.0,11.05,48,Home Renovation,2024-05-19,2024-05-23,Approved,,Mobile App,12800.0,16556.68,2024-05-23
APP12394,CUST10515,LEN1001,255000.0,230000.0,11.38,36,Education,2024-06-28,2024-06-29,Approved,,Mobile App,5750.0,7571.36,2024-07-01
APP12395,CUST11014,LEN1003,600000.0,575000.0,18.73,36,Home Renovation,2024-01-10,2024-01-12,Approved,,Branch,8625.0,20998.8,2024-01-12
APP12396,CUST10673,LEN1009,575000.0,495000.0,29.45,12,Vehicle Purchase,2025-03-29,2025-04-02,Approved,,Mobile App,8910.0,48122.31,2025-04-02
APP12397,CUST10414,LEN1018,420000.0,400000.0,25.92,6,Personal Expenses,2025-02-06,2025-02-07,Approved,,Mobile App,8000.0,71796.4,2025-02-08
APP12398,CUST10378,LEN1014,625000.0,555000.0,14.95,48,Home Renovation,2025-05-19,2025-05-20,Approved,,Mobile App,10545.0,15432.0,2025-05-20
APP12399,CUST10849,LEN1017,415000.0,,,6,Vehicle Purchase,2024-11-01,,Pending,,DSA / Partner,,,
APP12400,CUST11496,LEN1016,165000.0,150000.0,16.83,60,Wedding,2024-07-31,2024-08-03,Approved,,Mobile App,4200.0,3714.19,2024-08-03
APP12401,CUST10687,LEN1020,205000.0,,,36,Debt Consolidation,2025-10-07,,Rejected,KYC Verification Failed,Mobile App,,,
APP12402,CUST10174,LEN1002,905000.0,750000.0,18.78,60,Debt Consolidation,2024-02-24,2024-02-24,Approved,,Direct Telecall,15000.0,19364.74,2024-02-27
APP12403,CUST10970,LEN1012,255000.0,225000.0,13.28,24,Wedding,2024-05-21,2024-05-24,Approved,,DSA / Partner,5625.0,10726.53,2024-05-25
APP12404,CUST10029,LEN1002,180000.0,180000.0,19.39,24,Education,2025-11-09,2025-11-12,Approved,,Branch,3600.0,9107.69,2025-11-14
APP12405,CUST10844,LEN1003,470000.0,420000.0,19.18,24,Debt Consolidation,2025-09-01,2025-09-01,Approved,,Website,6300.0,21208.37,2025-09-02
APP12406,CUST11203,LEN1019,335000.0,285000.0,16.25,48,Debt Consolidation,2024-03-20,2024-03-24,Approved,,Branch,8550.0,8113.52,2024-03-27
APP12407,CUST10071,LEN1019,455000.0,420000.0,20.12,18,Business Expansion,2024-10-15,2024-10-16,Approved,,Mobile App,12600.0,27224.78,2024-10-17
APP12408,CUST10854,LEN1014,450000.0,450000.0,14.35,12,Home Renovation,2024-08-15,2024-08-18,Approved,,Direct Telecall,8550.0,40478.35,2024-08-18
APP12409,CUST10268,LEN1004,95000.0,80000.0,22.51,36,Medical Emergency,2024-04-16,2024-04-18,Approved,,Direct Telecall,1400.0,3076.38,2024-04-19
APP12410,CUST10516,LEN1001,40000.0,35000.0,19.68,6,Home Renovation,2025-04-06,2025-04-07,Approved,,Direct Telecall,875.0,6172.7,2025-04-08
APP12411,CUST10396,LEN1019,500000.0,415000.0,25.46,48,Debt Consolidation,2024-11-03,2024-11-08,Approved,,DSA / Partner,12450.0,13866.9,2024-11-09
APP12412,CUST10699,LEN1013,270000.0,,,48,Wedding,2025-06-09,,Rejected,Past Loan Default,Mobile App,,,
APP12413,CUST11078,LEN1005,395000.0,365000.0,24.28,12,Education,2025-06-22,2025-06-22,Approved,,DSA / Partner,8212.5,34563.73,2025-06-24
APP12414,CUST11347,LEN1018,300000.0,245000.0,24.52,18,Medical Emergency,2025-06-18,2025-06-23,Approved,,DSA / Partner,4900.0,16404.34,2025-06-24
APP12415,CUST11430,LEN1009,490000.0,465000.0,12.22,18,Vehicle Purchase,2025-04-23,2025-04-27,Approved,,Website,8370.0,28404.2,2025-04-29
APP12416,CUST10802,LEN1001,1000000.0,925000.0,19.1,18,Vehicle Purchase,2025-03-30,2025-04-02,Approved,,Direct Telecall,23125.0,59506.51,2025-04-03
APP12417,CUST11390,LEN1018,195000.0,170000.0,10.86,6,Wedding,2024-07-25,2024-07-29,Approved,,Mobile App,3400.0,29237.53,2024-07-29
APP12418,CUST11176,LEN1005,325000.0,265000.0,22.68,24,Vehicle Purchase,2024-01-08,2024-01-10,Approved,,Mobile App,5962.5,13836.86,2024-01-13
APP12419,CUST11402,LEN1017,235000.0,230000.0,16.35,18,Business Expansion,2025-11-12,2025-11-14,Approved,,DSA / Partner,4830.0,14495.06,2025-11-16
APP12420,CUST10735,LEN1016,395000.0,,,12,Debt Consolidation,2025-03-17,,Rejected,KYC Verification Failed,DSA / Partner,,,
APP12421,CUST10012,LEN1001,45000.0,45000.0,18.43,36,Wedding,2025-06-17,2025-06-21,Approved,,Website,1125.0,1636.58,2025-06-22
APP12422,CUST10597,LEN1002,150000.0,,,24,Vehicle Purchase,2024-09-18,,Rejected,KYC Verification Failed,Website,,,
APP12423,CUST10219,LEN1005,175000.0,165000.0,12.27,18,Debt Consolidation,2024-03-11,2024-03-14,Approved,,Website,3712.5,10082.74,2024-03-16
APP12424,CUST10011,LEN1005,540000.0,475000.0,18.95,60,Education,2025-06-25,2025-06-28,Approved,,Mobile App,10687.5,12308.7,2025-06-28
APP12425,CUST11050,LEN1008,665000.0,,,60,Wedding,2024-03-06,,Rejected,Insufficient Monthly Income,Mobile App,,,
APP12426,CUST10041,LEN1008,320000.0,,,6,Debt Consolidation,2024-06-06,,Pending,,Website,,,
APP12427,CUST10435,LEN1017,315000.0,275000.0,13.74,6,Home Renovation,2025-12-11,2025-12-15,Approved,,Mobile App,5775.0,47687.53,2025-12-16
APP12428,CUST10063,LEN1020,180000.0,170000.0,16.65,18,Medical Emergency,2024-10-02,2024-10-05,Approved,,Mobile App,5950.0,10737.89,2024-10-05
APP12429,CUST11244,LEN1016,550000.0,475000.0,10.96,60,Wedding,2024-10-06,2024-10-08,Approved,,Mobile App,13300.0,10318.18,2024-10-08
APP12430,CUST10430,LEN1012,185000.0,180000.0,14.95,18,Personal Expenses,2024-11-21,2024-11-23,Approved,,Website,4500.0,11225.03,2024-11-26
APP12431,CUST11416,LEN1016,275000.0,245000.0,15.45,36,Personal Expenses,2024-11-25,2024-11-26,Approved,,Branch,6860.0,8547.09,2024-11-28
APP12432,CUST11387,LEN1001,385000.0,,,36,Personal Expenses,2025-11-04,,Rejected,Insufficient Monthly Income,Mobile App,,,
APP12433,CUST10003,LEN1006,385000.0,,,18,Debt Consolidation,2025-10-28,,Pending,,Mobile App,,,
APP12434,CUST10091,LEN1008,745000.0,640000.0,13.02,18,Home Renovation,2025-06-17,2025-06-17,Approved,,Website,12800.0,39332.43,2025-06-20
APP12435,CUST10392,LEN1010,140000.0,,,12,Medical Emergency,2025-03-26,,Rejected,Incomplete Documentation,Branch,,,
APP12436,CUST10942,LEN1016,155000.0,135000.0,25.75,24,Wedding,2025-09-16,2025-09-21,Approved,,Website,3780.0,7256.06,2025-09-23
APP12437,CUST10137,LEN1017,420000.0,395000.0,14.18,48,Debt Consolidation,2025-06-19,2025-06-23,Approved,,Direct Telecall,8295.0,10829.66,2025-06-24
APP12438,CUST11242,LEN1011,625000.0,600000.0,17.82,36,Vehicle Purchase,2025-06-10,2025-06-14,Approved,,Direct Telecall,13200.0,21637.3,2025-06-17
APP12439,CUST10326,LEN1008,670000.0,635000.0,18.19,12,Home Renovation,2024-02-01,2024-02-05,Approved,,DSA / Partner,12700.0,58274.23,2024-02-08
APP12440,CUST11468,LEN1020,300000.0,260000.0,23.63,12,Wedding,2025-05-07,2025-05-07,Approved,,DSA / Partner,9100.0,24538.96,2025-05-10
APP12441,CUST10395,LEN1001,275000.0,270000.0,16.98,12,Education,2025-10-19,2025-10-19,Approved,,Direct Telecall,6750.0,24622.72,2025-10-19
APP12442,CUST10960,LEN1018,160000.0,155000.0,19.08,18,Home Renovation,2025-01-05,2025-01-08,Approved,,DSA / Partner,3100.0,9969.88,2025-01-08
APP12443,CUST10861,LEN1005,145000.0,130000.0,23.31,24,Home Renovation,2025-10-31,2025-11-04,Approved,,Mobile App,2925.0,6828.55,2025-11-04
APP12444,CUST10311,LEN1006,210000.0,180000.0,27.71,48,Personal Expenses,2025-03-14,2025-03-19,Approved,,Mobile App,5400.0,6243.55,2025-03-22
APP12445,CUST10114,LEN1018,270000.0,255000.0,16.91,24,Wedding,2024-11-26,2024-11-29,Approved,,Branch,5100.0,12596.75,2024-12-02
APP12446,CUST11017,LEN1011,470000.0,435000.0,16.78,36,Medical Emergency,2025-07-07,2025-07-10,Approved,,Branch,9570.0,15461.35,2025-07-11
APP12447,CUST10948,LEN1017,165000.0,,,36,Medical Emergency,2025-05-20,,Rejected,Past Loan Default,Website,,,
APP12448,CUST10119,LEN1018,260000.0,250000.0,17.52,18,Vehicle Purchase,2025-02-18,2025-02-20,Approved,,Mobile App,5000.0,15894.3,2025-02-23
APP12449,CUST10842,LEN1007,480000.0,430000.0,16.95,60,Home Renovation,2025-12-02,2025-12-03,Approved,,Mobile App,11825.0,10675.05,2025-12-06
APP12450,CUST11396,LEN1004,130000.0,125000.0,19.01,48,Personal Expenses,2024-12-07,2024-12-11,Approved,,Direct Telecall,2187.5,3738.17,2024-12-11
APP12451,CUST10317,LEN1019,480000.0,,,36,Vehicle Purchase,2024-04-10,,Pending,,Direct Telecall,,,
APP12452,CUST11047,LEN1005,285000.0,,,6,Wedding,2025-02-15,,Pending,,Mobile App,,,
APP12453,CUST10795,LEN1020,210000.0,175000.0,23.46,6,Personal Expenses,2025-08-23,2025-08-24,Approved,,DSA / Partner,6125.0,31194.59,2025-08-25
APP12454,CUST10794,LEN1018,470000.0,440000.0,20.34,12,Education,2025-06-07,2025-06-12,Approved,,Website,8800.0,40830.81,2025-06-14
APP12455,CUST11245,LEN1015,400000.0,360000.0,14.93,12,Business Expansion,2025-03-06,2025-03-10,Approved,,Mobile App,11700.0,32481.1,2025-03-13
APP12456,CUST11063,LEN1008,255000.0,225000.0,20.12,12,Business Expansion,2025-12-08,2025-12-11,Approved,,Website,4500.0,20855.69,2025-12-12
APP12457,CUST10208,LEN1006,500000.0,,,48,Education,2024-11-26,,Pending,,Mobile App,,,
APP12458,CUST10675,LEN1011,285000.0,280000.0,28.21,48,Business Expansion,2025-11-23,2025-11-28,Approved,,DSA / Partner,6160.0,9792.28,2025-11-28
APP12459,CUST11075,LEN1016,730000.0,690000.0,17.83,48,Education,2024-10-07,2024-10-07,Approved,,Branch,19320.0,20207.51,2024-10-09
APP12460,CUST10753,LEN1017,560000.0,,,6,Medical Emergency,2024-03-06,,Pending,,Website,,,
APP12461,CUST10632,LEN1016,215000.0,215000.0,20.09,48,Medical Emergency,2024-08-20,2024-08-20,Approved,,Mobile App,6020.0,6552.84,2024-08-21
